,class,length,Diam,height,whole,shu,Vis,shell,rings
2311,1,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5
2312,0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
2313,1,0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9
2314,1,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
2315,1,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
2316,1,0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5
2317,1,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
2318,1,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
2319,1,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19
2320,0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
2321,0,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
2322,1,0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
2323,1,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
2324,1,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15
2325,1,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
2326,0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
2327,0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
2328,1,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
2329,1,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
2330,1,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13
2331,1,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16
2332,1,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
2333,1,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
2334,1,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
2335,1,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
2336,1,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
2337,0,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
2338,1,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
2339,0,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
2340,1,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
2341,0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
2342,1,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
2343,1,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
2344,1,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13
2345,1,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
2346,1,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
2347,0,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7
2348,0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9
2349,1,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
2350,1,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
2351,0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
2352,1,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
2353,0,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
2354,1,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
2355,1,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9
2356,0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
2357,1,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
2358,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
2359,1,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
2360,1,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13
2361,0,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
2362,1,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8
2363,0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
2364,0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
2365,1,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
2366,1,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
2367,0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
2368,1,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
2369,0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8
2370,0,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
2371,0,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
2372,1,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9
2373,0,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
2374,0,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10
2375,0,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8
2376,1,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
2377,1,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9
2378,0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
2379,0,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
2380,1,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
2381,1,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10
2382,0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
2383,1,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
2384,1,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
2385,0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
2386,0,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10
2387,1,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
2388,0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9
2389,0,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
2390,0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
2391,1,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
2392,1,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
2393,1,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
2394,1,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
2395,0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
2396,1,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
2397,1,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
2398,0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
2399,1,0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
2400,0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
2401,1,0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8
2402,1,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
2403,1,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
2404,0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
2405,0,0.62,0.51,0.18,1.233,0.592,0.274,0.322,10
2406,1,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10
2407,1,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
2408,0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
2409,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
2410,0,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10
2411,1,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9
2412,1,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
2413,0,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11
2414,0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
2415,1,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,10
2416,0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
2417,0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
2418,0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11
2419,1,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,11
2420,1,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10
2421,0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
2422,1,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
2423,0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
2424,1,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
2425,1,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8
2426,0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
2427,1,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10
2428,0,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
2429,0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
2430,1,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9
2431,1,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
2432,0,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
2433,0,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
2434,0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
2435,0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9
2436,1,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8
2437,0,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
2438,1,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
2439,0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
2440,0,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9
2441,0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
2442,1,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9
2443,0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
2444,0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
2445,1,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
2446,1,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
2447,1,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
2448,1,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
2449,1,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
2450,0,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
2451,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
2452,1,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11
2453,0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
2454,0,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
2455,1,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11
2456,1,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10
2457,1,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
2458,1,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
2459,1,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12
2460,0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7
2461,1,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8
2462,1,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
2463,0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9
2464,1,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
2465,0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
2466,1,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10
2467,0,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
2468,1,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
2469,1,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9
2470,1,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
2471,1,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
2472,1,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
2473,0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
2474,0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
2475,0,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
2476,1,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
2477,1,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
2478,0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
2479,0,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
2480,1,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
2481,1,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10
2482,0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
2483,0,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10
2484,1,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
2485,1,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
2486,1,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
2487,0,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
2488,0,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
2489,0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
2490,1,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
2491,0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
2492,0,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
2493,0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12
2494,1,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
2495,0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
2496,1,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11
2497,0,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10
2498,1,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10
2499,0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9
2500,1,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11
2501,1,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
2502,1,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
2503,1,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
2504,0,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
2505,0,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
2506,1,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
2507,1,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
2508,1,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
2509,1,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11
2510,1,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
2511,0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
2512,1,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
2513,1,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
2514,0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
2515,1,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
2516,0,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
2517,1,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
2518,0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
2519,0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
2520,1,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
2521,0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
2522,0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
2523,1,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
2524,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
2525,1,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10
2526,1,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
2527,1,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
2528,0,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10
2529,1,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
2530,0,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
2531,1,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
2532,0,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
2533,1,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
2534,0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
2535,1,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
2536,1,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
2537,1,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
2538,1,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
2539,0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
2540,0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
2541,1,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
2542,1,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
2543,1,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
2544,1,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
2545,1,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9
2546,0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
2547,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
2548,0,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
2549,0,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
2550,0,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
2551,0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
2552,1,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
2553,1,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
2554,1,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
2555,0,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
2556,1,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2557,1,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
2558,0,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
2559,1,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
2560,0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
2561,1,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
2562,0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
2563,1,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
2564,1,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
2565,1,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
2566,1,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
2567,0,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
2568,1,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
2569,1,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
2570,1,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
2571,1,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
2572,0,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
2573,0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
2574,0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
2575,0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
2576,0,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
2577,0,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
2578,1,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
2579,1,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
2580,0,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
2581,1,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
2582,0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
2583,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
2584,1,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
2585,1,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
2586,0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
2587,1,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
2588,0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8
2589,1,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
2590,0,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
2591,1,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
2592,1,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
2593,1,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
2594,1,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
2595,1,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
2596,1,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
2597,0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
2598,0,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
2599,1,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
2600,1,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
2601,0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
2602,1,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
2603,1,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
2604,0,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
2605,1,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
2606,0,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
2607,0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
2608,1,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
2609,1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
2610,0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
2611,1,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
2612,1,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
2613,0,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
2614,1,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
2615,0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
2616,1,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
2617,1,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
2618,1,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
2619,1,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
2620,0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
2621,1,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
2622,0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
2623,1,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
2624,1,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
2625,0,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
2626,0,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
2627,1,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
2628,1,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
2629,0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
2630,0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
2631,0,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
2632,0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14
2633,1,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
2634,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
2635,1,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19
2636,0,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
2637,0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
2638,0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
2639,0,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
2640,1,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
2641,0,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
2642,0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
2643,0,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12
2644,1,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
2645,1,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
2646,0,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15
2647,1,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
2648,0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
2649,0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
2650,0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
2651,1,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
2652,0,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7
2653,0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
2654,0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
2655,1,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
2656,1,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
2657,0,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
2658,0,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
2659,1,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
2660,0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
2661,1,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
2662,0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
2663,0,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
2664,1,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
2665,0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
2666,1,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
2667,1,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
2668,1,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6
2669,1,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
2670,0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
2671,1,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
2672,0,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
2673,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
2674,1,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
2675,1,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
2676,1,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
2677,0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
2678,0,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
2679,0,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
2680,0,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
2681,0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
2682,1,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
2683,0,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
2684,1,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
2685,0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
2686,1,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
2687,1,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
2688,0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
2689,0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
2690,1,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
